cliente_id,nome,email,telefone,data_registo,loja_id,idade,genero
331,Isabela Melo,leonardo53@example.com,(351) 217 454 006,2019-04-11,10,29,F
332,Lisandro Pires,alvarocunha@example.com,(351) 966 534 573,2025-05-14,20,18,M
333,Bernardo da Cardoso,renatonogueira@example.com,(351) 928 979 817,2019-12-01,21,39,M
334,Nicole Pinho,anjossandro@example.com,930186804,2019-04-20,17,74,F
335,Inês Valente,maria34@example.com,923 731 656,2019-12-25,4,35,F
336,Bárbara Henriques,martinsalvaro@example.com,+351921436486,2019-01-13,21,28,F
337,Lorena Soares,petramagalhaes@example.org,274923531,2019-06-02,11,63,F
338,Pilar Melo,vazyasmin@example.com,(351) 964117409,2019-10-19,7,54,F
339,Márcio Barros,pachecobenedita@example.org,(351) 924 111 764,2019-04-20,14,57,M
340,Valentina Moreira,cesarfernandes@example.org,917313357,2020-07-17,4,23,F
341,Sérgio Costa,marta65@example.net,+351932286779,2019-07-11,8,26,M
342,Márcio Sousa,edgarvieira@example.org,(351) 968770079,2019-11-22,15,34,M
343,Diana de Vieira,woliveira@example.com,(351) 294 010 505,2019-02-11,19,39,F
344,João Almeida-Pereira,irisvalente@example.com,964 005 114,2019-06-11,8,34,M
345,Gil Barbosa,baptistaedgar@example.org,(351) 213 356 519,2019-05-23,10,60,M
346,Frederico Silva,diogo55@example.net,(351) 935900720,2019-11-26,10,43,M
347,João Matias,constancacastro@example.com,(351) 963637461,2019-12-14,20,58,M
348,Renato Guerreiro,diego14@example.com,+351274004853,2019-07-08,5,32,M
349,Ariana Leal,patriciaribeiro@example.org,+351924141847,2019-09-07,14,65,F
350,Diana Nogueira,itavares@example.com,(351) 939 172 653,2019-07-04,7,66,F
351,Hugo de Carvalho,rpacheco@example.net,(351) 939 486 557,2019-02-25,3,61,M
352,Nair Mendes,florcoelho@example.com,(351) 939 949 004,2019-12-27,3,51,F
353,Duarte Marques-Magalhães,goncalvessebastiao@example.org,(351) 928952510,2022-09-13,7,21,M
354,Isaac Azevedo,barrosluis@example.com,969959784,2019-05-29,17,28,M
355,Bruna do Gaspar,ricardo38@example.net,+351923284500,2019-01-19,19,25,F
356,Iara Gonçalves,lia66@example.com,(351) 914 214 481,2020-09-10,2,23,F
357,Daniela Correia,maurotorres@example.net,933 729 677,2019-12-27,15,26,F
358,Eduardo Assunção,melomauro@example.com,(351) 226070911,2019-07-02,10,53,M
359,Matias Moreira,dianasilva@example.com,+351931425177,2019-03-15,1,43,M
360,Bryan Antunes,nuno28@example.net,(351) 278049319,2019-08-05,14,55,M
361,Alexandra Oliveira,borgesfilipe@example.org,(351) 243 864 019,2019-04-18,2,62,F
362,Vasco Monteiro,martatorres@example.net,230092157,2019-06-04,14,48,M
363,Ângelo Leite,leonornunes@example.org,(351) 930 409 985,2019-04-19,21,67,M
364,Letícia Silva,uvicente@example.net,(351) 933 252 764,2019-09-15,13,41,F
365,Diana Ramos,mario66@example.net,(351) 231166911,2020-11-17,18,23,F
366,César Magalhães,nuno00@example.com,(351) 918685163,2019-09-05,6,59,M
367,Benedita Amorim,ipires@example.com,(351) 930403788,2019-08-21,8,51,F
368,Rúben Reis,kevintavares@example.net,287 953 882,2019-04-13,15,66,M
369,Camila Vaz-Pinto,monteiroiris@example.net,(351) 929 512 906,2019-06-11,8,52,F
370,Noa Carneiro,edgar54@example.net,(351) 926152714,2019-08-07,9,47,M
371,Gil Morais,castrojaime@example.org,927565843,2019-12-11,4,74,M
372,Marco da Amorim,ivo69@example.org,+351927921342,2019-06-06,20,69,M
373,Salvador Costa,ipinheiro@example.com,(351) 937157619,2019-07-25,4,33,M
374,Daniel Gaspar,nmota@example.com,(351) 933068411,2019-12-11,2,46,M
375,Artur Moreira,carneiroclaudio@example.net,922 417 191,2019-10-22,15,65,M
376,João Coelho,besteves@example.com,213855699,2019-05-19,2,52,M
377,André Nascimento,filipejesus@example.org,(351) 266405753,2019-01-22,19,50,M
378,Vitória Maia,yara75@example.net,(351) 915 837 735,2019-06-15,11,54,F
379,Brian Lopes,edgar05@example.net,(351) 965 438 500,2019-07-01,17,37,M
380,Isaac Melo,yasmin64@example.org,(351) 917 004 309,2019-02-12,2,44,M
381,Rafael Nunes,leticiaramos@example.com,(351) 927 688 089,2019-06-16,18,58,M
382,Isabela do Cunha,mateus03@example.net,(351) 916910283,2022-06-17,13,21,F
383,Naiara Silva,francisco54@example.com,+351299897032,2019-01-19,5,62,F
384,Victória Morais,arturpinto@example.net,(351) 968209944,2019-09-20,18,42,F
385,Valentina Leite,lunapaiva@example.net,288 757 687,2020-01-03,5,33,F
386,Emma Ramos,azevedocarlota@example.com,919894041,2022-09-10,14,21,F
387,Valentim do Almeida,haraujo@example.net,(351) 934 920 809,2019-12-13,7,42,M
388,Valentina do Anjos,carneirorafael@example.net,913 592 111,2019-08-18,12,59,F
389,Bruno Barros,pinheiroteresa@example.com,+351966797102,2019-04-18,7,52,M
390,Santiago Gonçalves,lucas41@example.net,937109248,2019-03-04,20,35,M
391,Henrique Neves,vazfrancisca@example.com,(351) 923279462,2019-01-22,19,73,M
392,Joel Soares,vicente61@example.org,(351) 965089070,2019-04-05,11,48,M
393,Melissa Domingues,tomeesteves@example.net,231 658 096,2025-04-02,4,18,F
394,Matilde-Rafaela Barbosa,evaalves@example.org,960191517,2019-03-26,7,33,F
395,Joana de Oliveira,xaviergoncalves@example.net,(351) 918 986 051,2019-02-27,10,33,F
396,Jéssica Moura-Pinto,laracosta@example.net,925 847 266,2019-09-30,12,47,F
397,Flor Melo,abarros@example.net,929 183 814,2019-10-20,16,34,F
398,Ângela Nascimento,ivan38@example.net,921752879,2019-12-12,11,24,F
399,Lourenço de Sá,vicente77@example.org,+351248259448,2019-01-20,2,41,M
400,Mário Pinho,yvicente@example.com,212285185,2019-02-05,9,65,M
401,Lara Cunha-Matias,guilherme19@example.net,(351) 965691481,2019-06-18,11,36,F
402,Manuel da Anjos,monteiroiris@example.org,(351) 937649278,2019-03-20,8,42,M
403,Lia Torres,mateusvaz@example.org,920522481,2019-02-21,11,53,F
404,Sofia Cardoso,emma12@example.com,(351) 936 693 473,2019-07-09,21,66,F
405,Catarina da Teixeira,mirandawilson@example.com,(351) 913758239,2019-05-20,12,47,F
406,Daniel Nogueira,yamorim@example.net,(351) 964 110 510,2019-12-18,16,26,M
407,Gabriel Machado,ccampos@example.org,236 187 068,2019-03-09,2,74,M
408,Miguel Rodrigues,kcoelho@example.com,206303303,2020-01-08,2,71,M
409,Ivan Alves,gpereira@example.net,916 116 148,2019-07-26,21,44,M
410,Tomé Assunção-Vieira,sandrotorres@example.org,+351913325420,2021-11-30,1,22,M
411,Vítor Anjos,jessica40@example.com,289938099,2019-08-22,2,50,M
412,Soraia do Pinho,tavaresmia@example.com,(351) 285214942,2019-10-18,1,60,F
413,Yara Abreu,rbrito@example.net,(351) 924 675 557,2025-01-12,9,18,F
414,Erika Pires,brancovitoria@example.net,(351) 966064292,2024-09-22,14,19,F
415,José Lima,afonso07@example.com,(351) 963899258,2019-10-08,5,24,M
416,João Abreu,soraia67@example.org,257864817,2019-09-25,9,30,M
417,Catarina Mota,lealmargarida@example.com,(351) 252 783 813,2019-12-15,12,35,F
418,Lia Mendes,leonardo59@example.org,(351) 939 502 222,2019-01-25,8,47,F
419,Renata Miranda,freitasisaac@example.org,+351272048286,2019-02-06,21,61,F
420,Ivan Melo,alvescarolina@example.org,(351) 921838124,2020-07-08,13,23,M
421,Flor-Lúcia Cardoso,iris92@example.com,(351) 911 855 037,2022-10-28,6,21,F
422,Lucas Leite,jaraujo@example.com,929014875,2019-11-01,11,49,M
423,Marco do Anjos,vicenteerica@example.net,931 322 721,2019-01-03,8,75,M
424,Francisco Pinto,lourenco67@example.com,+351969306273,2019-12-27,16,75,M
425,Ariana do Amorim,angelo47@example.net,+351911192209,2023-02-18,9,20,F
426,Tiago Carneiro,vascofigueiredo@example.org,(351) 927 311 122,2019-03-31,7,29,M
427,Ismael Simões,florcosta@example.com,(351) 964507184,2019-01-30,13,66,M
428,Paulo Morais,henriqueseva@example.org,(351) 916712926,2019-02-08,8,37,M
429,Leonor-Nádia Maia,figueiredomariana@example.org,+351926634615,2019-06-20,13,61,F
430,Brian Ribeiro,britoemilia@example.net,(351) 931 884 630,2019-11-02,3,68,M
431,Kelly-Bianca Pinheiro,martim49@example.org,(351) 214397020,2022-02-09,8,21,F
432,Leandro Machado-Lopes,camposrui@example.com,243279148,2019-09-11,20,39,M
433,Yasmin-Eduarda Fernandes,vabreu@example.com,+351911778167,2019-02-11,21,67,F
434,Filipa Nascimento,tomegoncalves@example.org,+351245625979,2019-04-06,8,68,F
435,Emília Gaspar,aliciaalves@example.com,(351) 964 486 789,2019-09-22,6,53,F
436,Luna Henriques,vitoria61@example.net,+351923519392,2020-10-05,8,23,F
437,Salvador Teixeira,erica04@example.com,(351) 939784079,2020-04-30,13,23,M
438,Dinis de Nascimento,wnogueira@example.net,(351) 916 504 413,2019-12-03,12,65,M
439,Leonardo Rocha,silvamarta@example.net,+351914288585,2020-01-06,15,23,M
440,Soraia Valente,alicia20@example.org,(351) 256 219 635,2019-12-11,5,66,F
441,Mateus Amaral,macedoandre@example.net,(351) 929657822,2019-04-03,18,29,M
442,Luciana Leite,goncalvesvera@example.net,(351) 964 195 748,2019-08-10,12,24,F
443,Leandro Rocha,hpires@example.org,928 614 829,2019-09-13,11,56,M
444,Isabel Vicente,david79@example.com,+351200436356,2025-05-09,13,18,F
445,Brian Nogueira,henriqueserica@example.org,(351) 912 746 893,2019-03-24,19,64,M
446,Fernando Garcia,lbatista@example.org,922080537,2019-01-08,5,61,M
447,Alexandra Magalhães,carminhohenriques@example.net,914461733,2019-08-01,5,37,F
448,Lucas Domingues,matiascamila@example.com,939 592 454,2019-10-03,14,28,M
449,Vitória Andrade,imendes@example.com,(351) 937 322 832,2019-05-15,9,48,F
450,Filipe Monteiro,enzomagalhaes@example.com,+351932601381,2019-06-30,20,64,M
451,Marco Torres-Teixeira,joaquimbaptista@example.org,(351) 929 761 724,2019-03-30,10,47,M
452,Samuel Nascimento,rvicente@example.com,(351) 939955919,2019-09-04,20,43,M
453,Bárbara Correia,rodrigogoncalves@example.org,(351) 964196680,2019-03-08,11,69,F
454,Laura Ribeiro,hugo56@example.net,931 778 321,2020-01-02,5,70,F
455,Ariana Miranda,erika80@example.com,(351) 913019312,2019-10-14,7,38,F
456,Nicole Vieira,bbarbosa@example.org,+351925517353,2019-11-23,11,38,F
457,Alexandra-Kyara Batista,gabrielatorres@example.org,(351) 960640622,2019-10-24,16,65,F
458,Nuno Neves,cesar53@example.net,(351) 928476432,2019-11-25,13,38,M
459,Érica Sá,jaime13@example.com,(351) 255 310 611,2020-01-07,19,25,F
460,Fernando Teixeira,msantos@example.net,(351) 966392884,2019-05-14,15,61,M
461,Nelson Pinheiro-Tavares,arturcruz@example.org,(351) 967804121,2019-05-21,3,46,M
462,Patrícia Coelho,britokevim@example.net,(351) 931 028 090,2020-01-08,21,61,F
463,Bárbara Maia,rodrigo97@example.com,(351) 960402256,2019-08-11,5,33,F
464,Isabela Castro,margarida76@example.net,930 841 157,2019-02-18,15,68,F
465,Vera Barbosa,icosta@example.org,(351) 288645528,2019-03-01,17,55,F
466,Emília Miranda,santosjoao@example.net,(351) 928360667,2019-10-31,12,52,F
467,Sebastião Pinto,ogoncalves@example.org,(351) 969312588,2019-04-18,12,24,M
468,Renato Cardoso,enzo40@example.org,(351) 965 799 543,2019-09-04,19,59,M
469,Vera da Baptista,mateusgarcia@example.org,924 131 099,2019-11-25,14,66,F
470,Matias Ramos,zgomes@example.org,(351) 913145451,2025-02-04,8,18,M
471,Valentim Lopes,evapinto@example.net,(351) 939 438 959,2019-12-10,15,46,M
472,Joaquim Barros-Mendes,lourencocunha@example.com,(351) 913511579,2019-01-28,4,40,M
473,Sara da Gonçalves,lmarques@example.org,+351264276461,2019-01-29,5,44,F
474,Pilar Andrade,gaspar84@example.net,+351968865808,2019-04-08,7,37,F
475,Madalena Alves,oliveiramariana@example.org,(351) 209407884,2019-11-06,15,40,F
476,Isabel Reis,bryannascimento@example.org,(351) 914 206 498,2019-09-23,2,38,F
477,Emanuel de Matos,caetanaferreira@example.com,(351) 211639861,2024-06-16,4,19,M
478,Paulo Coelho,xloureiro@example.net,(351) 966642339,2019-04-16,6,65,M
479,Matias Mendes,noacastro@example.org,960 574 212,2019-08-22,15,39,M
480,Vítor Carvalho,goncalocruz@example.net,284025682,2019-06-26,6,69,M
481,Jorge Macedo,klima@example.org,(351) 933236049,2019-08-15,13,58,M
482,Nelson Cruz,vpacheco@example.net,(351) 248 703 654,2019-06-30,15,65,M
483,Carminho Gaspar,pbrito@example.net,(351) 917971357,2019-12-26,7,42,F
484,Marcos Machado,larissapacheco@example.com,917 816 875,2019-07-09,3,35,M
485,Duarte Loureiro,saraaraujo@example.com,921363807,2019-01-01,12,69,M
486,Filipa Lourenço,rnascimento@example.org,(351) 206368954,2019-06-23,9,30,F
487,Alexandra Fonseca,salvador15@example.com,(351) 238516870,2019-04-02,20,51,F
488,Jéssica Teixeira,simao66@example.net,(351) 922988818,2019-10-08,4,57,F
489,Rafaela do Cardoso,frocha@example.org,(351) 934 014 675,2019-07-05,6,40,F
490,Ema Simões,jbaptista@example.org,(351) 935999937,2019-01-17,5,57,F
491,Renata Borges,isabel03@example.com,931891443,2019-04-24,4,25,F
492,Bernardo Macedo,ycampos@example.net,(351) 960764861,2019-07-18,17,41,M
493,Nair Pires,simao49@example.org,(351) 256 206 486,2019-08-20,19,44,F
494,Catarina de Almeida,samafalda@example.com,(351) 257 794 854,2019-09-03,21,45,F
495,Afonso Loureiro,pereiramariana@example.org,+351911229964,2019-12-25,10,53,M
496,André Coelho,brunovalente@example.org,211512855,2019-08-10,15,29,M
497,Mateus do Guerreiro,alvaroramos@example.net,(351) 242 075 646,2019-05-28,16,73,M
498,Ismael Leal,carneirofilipa@example.com,(351) 918 460 491,2019-02-25,17,30,M
499,Fabiana Mota-Nascimento,nlourenco@example.com,(351) 924 745 820,2019-07-17,14,44,F
500,Emília Rodrigues,rafaela20@example.com,(351) 966 795 311,2019-09-23,19,49,F
501,Valentim Assunção-Cruz,nrocha@example.org,(351) 208940427,2019-06-16,2,68,M
502,Fabiana-Helena Magalhães,umoura@example.com,(351) 917 275 534,2019-11-27,6,32,F
503,Sara-Núria Campos,knogueira@example.org,918 160 347,2019-05-03,16,54,F
504,Joaquim Valente,amarques@example.net,+351966473406,2019-02-21,18,54,M
505,Iara Magalhães-Coelho,deboranogueira@example.org,926 293 658,2019-04-18,15,52,F
506,Jorge Cardoso,teresa68@example.org,(351) 965 789 164,2019-11-24,21,45,M
507,Fábio Simões,nadiamonteiro@example.net,(351) 230 033 355,2019-02-27,9,37,M
508,Pilar Batista,hvaz@example.com,(351) 965 119 740,2019-06-19,4,73,F
509,Fernando Leite,maria93@example.net,914777951,2019-10-28,12,31,M
510,Caetana Lima,mauroneto@example.net,(351) 915 115 121,2019-11-17,7,28,F
511,Mauro Pinheiro-Costa,daviddomingues@example.com,(351) 918185007,2019-07-14,12,69,M
512,Ariana-Júlia Brito,vera57@example.com,(351) 968181603,2019-07-28,11,56,F
513,Amélia de Gonçalves,mateus96@example.org,(351) 920 639 376,2019-07-25,17,36,F
514,Diogo Gomes,mario32@example.com,915170141,2019-03-20,9,26,M
515,Henrique Vaz,antunesivan@example.org,(351) 969460972,2019-08-30,5,62,M
516,Lara Henriques,qantunes@example.net,(351) 241045343,2019-11-12,13,71,F
517,Salomé Tavares-Cardoso,nogueiraricardo@example.org,(351) 923606203,2019-12-26,9,27,F
518,Miriam Ferreira,eduardofigueiredo@example.org,(351) 299 998 576,2019-04-11,21,42,F
519,Ivo Campos-Leal,araujoduarte@example.org,961 087 687,2019-08-24,9,43,M
520,Camila-Isabela Pires,joel88@example.org,(351) 914 239 397,2019-12-01,19,47,F
521,Gaspar de Rodrigues,lia73@example.org,(351) 932 788 962,2019-02-08,15,73,M
522,Júlia Silva-Araújo,valenterenato@example.net,916 449 347,2019-02-10,18,72,F
523,Beatriz Faria,vsimoes@example.net,+351929895705,2019-12-14,7,31,F
524,Íris Oliveira,manuelcardoso@example.org,939680409,2019-08-10,10,35,F
525,Soraia Torres,qneto@example.org,(351) 930442751,2019-07-26,19,53,F
526,Laura Carneiro,xfonseca@example.org,+351925905426,2019-10-20,2,68,F
527,Emanuel Azevedo,paivanoa@example.org,928 928 281,2019-11-22,15,24,M
528,Nuno Neves,azevedovitoria@example.com,(351) 935 809 355,2019-12-22,15,25,M
529,Joaquim Mota-Leal,ramosfrancisca@example.org,(351) 962658372,2019-08-15,5,45,M
530,Gabriela Figueiredo,vazcarolina@example.net,(351) 927 221 922,2019-02-12,21,28,F
531,Carolina do Morais,castrovioleta@example.com,+351918053109,2019-06-07,21,34,F
532,Alexandre Antunes,rui11@example.org,(351) 917846144,2022-07-17,10,21,M
533,Xavier Carvalho,limabrian@example.net,(351) 238 898 528,2019-05-01,4,45,M
534,Enzo Mota,monteirojulia@example.org,(351) 917 207 485,2019-11-11,5,31,M
535,Isaac Garcia,leitebianca@example.net,(351) 919 990 126,2019-06-02,1,51,M
536,Gil Nunes,otavares@example.org,(351) 925657890,2019-09-17,4,62,M
537,Letícia Teixeira,jorge24@example.org,(351) 265 672 938,2019-06-27,3,62,F
538,William Sá,manuelneto@example.com,932357491,2019-06-03,4,42,M
539,Leandro Carvalho,lisandromorais@example.com,+351934463775,2019-02-08,5,38,M
540,Alice Valente-Nunes,ebarros@example.net,+351967952360,2019-11-21,5,67,F
541,Ângelo Nascimento,martafreitas@example.net,(351) 255 068 397,2019-05-15,20,51,M
542,Mário de Nascimento,nevescaetana@example.net,(351) 234 364 693,2019-08-17,7,46,M
543,Simão Borges,emilia11@example.com,+351968807519,2019-03-28,15,44,M
544,Alexandre Lopes,lunacarneiro@example.com,(351) 911 928 607,2020-02-01,4,23,M
545,Diana Silva,emma52@example.org,+351968913334,2019-10-25,5,40,F
546,Nelson Coelho,coelhocesar@example.org,966 164 995,2019-06-04,8,35,M
547,Alexandra Macedo,famaral@example.com,+351937178409,2019-04-07,10,67,F
548,Matias Mendes,zazevedo@example.com,(351) 910621659,2019-10-23,7,51,M
549,Andreia Anjos-Moura,hmoreira@example.net,(351) 936 847 392,2019-02-12,8,36,F
550,Yasmin Vicente,davidcruz@example.com,265 677 218,2019-01-04,16,42,F
551,Marcos Simões-Andrade,luana82@example.net,(351) 297277709,2019-02-15,11,51,M
552,Simão da Barbosa,bborges@example.com,924345177,2019-09-04,12,42,M
553,Enzo Castro,emma65@example.com,(351) 966 518 003,2019-04-03,3,66,M
554,Rúben Sá,rafael04@example.org,(351) 926 575 354,2019-02-07,9,55,M
555,Guilherme Paiva,marcio41@example.com,+351930571240,2023-01-22,13,20,M
556,Ema Fernandes,kevim64@example.net,+351920762059,2019-01-10,14,58,F
557,Vera Abreu,dcoelho@example.org,964964265,2019-11-20,21,62,F
558,Miguel Ramos,tsantos@example.org,(351) 917739552,2019-02-07,3,35,M
559,Valentim Silva,nuria13@example.net,(351) 968575010,2019-05-23,11,69,M
560,Flor Magalhães-Pinheiro,kevintavares@example.net,(351) 926987034,2019-07-05,21,55,F
561,William Anjos,irina20@example.com,(351) 912867980,2019-03-13,8,37,M
562,Nelson Neves,borgesines@example.net,(351) 939 377 033,2019-07-08,4,33,M
563,Nádia Araújo,cesarpaiva@example.org,917 208 833,2019-08-23,10,57,F
564,Denis Costa,iaramelo@example.com,(351) 284 307 733,2019-06-30,5,25,M
565,Gonçalo Azevedo,rodriguescristiano@example.com,(351) 218431798,2019-04-19,17,28,M
566,Érica Magalhães,omoura@example.org,+351913211037,2020-01-10,9,28,F
567,Rúben Silva,melissa85@example.com,935 269 483,2019-03-15,14,67,M
568,Rafaela Garcia,luisafaria@example.org,(351) 920 232 645,2019-06-15,19,51,F
569,Valentim Costa,santosconstanca@example.com,(351) 927 611 699,2019-01-16,12,49,M
570,Noa Leal,bernardo54@example.org,(351) 962974522,2019-09-30,12,49,M
571,Tomás Matos,valentina44@example.com,(351) 938756652,2019-02-20,4,34,M
572,Jaime Amorim,carminhoferreira@example.org,+351919934259,2019-02-17,2,65,M
573,Valentim Pires,apires@example.org,(351) 910964802,2019-04-22,12,33,M
574,Tatiana Marques,magalhaesfrancisca@example.org,(351) 937117343,2019-03-10,2,27,F
575,Mia Pacheco,alvarotorres@example.net,(351) 283397486,2019-07-31,14,32,F
576,Carlota Cruz,ramossantiago@example.org,(351) 964117106,2019-07-07,12,35,F
577,Igor Matos,miavieira@example.com,(351) 913 960 281,2019-05-29,6,50,M
578,Rafael Vieira,anaabreu@example.net,(351) 911529529,2019-02-05,13,69,M
579,Hugo Leal,deboracardoso@example.org,(351) 912 250 818,2019-07-20,10,74,M
580,Eduarda Macedo,carolinapinto@example.org,(351) 912 865 917,2019-12-30,15,38,F
581,Lucas Abreu,simoesleonardo@example.com,968 342 262,2019-10-11,19,41,M
582,Amélia Guerreiro,batistaluna@example.net,+351933123390,2019-07-06,15,65,F
583,Rita Freitas-Amaral,vrodrigues@example.org,254458807,2019-09-15,7,55,F
584,Nelson Henriques,ruiabreu@example.net,(351) 281 552 225,2019-04-15,1,27,M
585,David Oliveira,joaopereira@example.com,(351) 967412042,2019-05-24,1,52,M
586,Francisca de Nascimento,nadia01@example.org,931674402,2025-11-08,10,18,F
587,Henrique Antunes,ylima@example.com,+351916157417,2019-09-16,14,31,M
588,Beatriz Gonçalves,pintoana@example.org,(351) 915401259,2022-03-19,9,21,F
589,César do Lima,hcorreia@example.org,(351) 932 946 207,2023-04-24,17,20,M
590,Letícia Matos,npinho@example.org,(351) 228508193,2019-07-23,3,62,F
591,Henrique do Simões,mauro65@example.com,(351) 930693895,2019-08-22,13,50,M
592,Luís do Esteves,luciana28@example.com,(351) 930063019,2019-09-05,14,55,M
593,António Morais,nairamorim@example.com,(351) 231545853,2019-07-12,11,33,M
594,Carlota Garcia,anjosantonio@example.org,266 667 780,2019-09-07,11,62,F
595,Mara Barros,henriquesclara@example.net,(351) 962 182 958,2019-01-23,7,35,F
596,Edgar Vicente,hsa@example.com,(351) 968 629 759,2019-03-23,5,67,M
597,Lucas Gaspar,teixeiraleonardo@example.com,+351961874300,2019-06-20,11,28,M
598,Tatiana Nunes,amelia59@example.com,912153782,2019-10-04,7,25,F
599,Benedita Morais,caetana01@example.net,933 990 902,2019-05-20,4,37,F
600,Joaquim Machado-Vieira,hbatista@example.org,(351) 966 503 024,2019-07-23,20,28,M
601,Renato Gaspar,nevesbeatriz@example.net,934 112 578,2019-05-01,3,31,M
602,Filipe Vieira,magalhaesclaudio@example.net,(351) 928 660 999,2019-11-14,2,40,M
603,Violeta Neto,lucasvalente@example.org,(351) 927010962,2019-06-24,13,34,F
604,Erica de Amaral,kevincunha@example.org,+351926438793,2019-11-24,8,53,F
605,Sebastião Henriques,carminho52@example.net,(351) 929842379,2019-11-19,5,47,M
606,Pedro de Amorim,fernando14@example.net,(351) 924303276,2025-01-22,8,18,M
607,Lisandro Azevedo,qbranco@example.com,+351914061922,2019-01-09,21,30,M
608,Vasco Pereira-Cardoso,vsilva@example.net,(351) 932730526,2019-07-24,3,55,M
609,José Alves,bfernandes@example.net,(351) 912 821 865,2021-04-16,15,22,M
610,Igor Silva,kyaramarques@example.org,933741134,2020-05-30,2,23,M
611,Violeta Maia,alourenco@example.net,(351) 934 947 343,2022-03-15,14,21,F
612,Caetana Tavares,nascimentojoana@example.com,(351) 919 853 696,2019-06-11,14,49,F
613,Diego Correia,santosema@example.net,(351) 271085868,2019-03-19,9,40,M
614,Gabriela Almeida,joaquim23@example.com,(351) 215 556 823,2019-02-15,20,46,F
615,Benjamim Esteves,teixeiraluana@example.com,(351) 229 418 074,2019-01-22,14,59,M
616,Nicole Magalhães,vasco83@example.net,(351) 925 282 935,2022-02-04,13,21,F
617,Isaac Teixeira-Matias,tfernandes@example.org,(351) 286 149 868,2019-07-20,17,44,M
618,Jorge Pinho,qvieira@example.com,(351) 233 808 155,2019-07-07,1,58,M
619,Mara Anjos,tvicente@example.org,917 451 000,2019-08-10,16,68,F
620,Melissa Martins-Araújo,carlosmarques@example.com,(351) 223330333,2019-11-18,11,40,F
621,Laura Tavares,gaspar37@example.com,(351) 273 196 464,2019-03-06,11,35,F
622,Joel Paiva,manuel15@example.net,(351) 936 585 178,2024-04-27,16,19,M
623,Luna de Pacheco,almeidaandreia@example.org,926311623,2019-11-08,6,67,F
624,Bruno Cruz,mafaldamiranda@example.com,(351) 967 880 332,2019-05-31,9,33,M
625,Tomé Loureiro,deboradomingues@example.com,(351) 936228225,2019-04-05,13,66,M
626,Vera Neto,ismaelmatos@example.org,965273928,2019-10-25,8,71,F
627,Iara Antunes,figueiredoerika@example.org,923400451,2019-06-10,12,69,F
628,António Rocha,silvasofia@example.com,(351) 285838734,2019-12-26,19,63,M
629,Sandro Amaral,carminhomiranda@example.com,(351) 912 807 043,2019-07-09,16,54,M
630,Íris Branco,qnunes@example.com,+351924486675,2019-03-23,3,29,F
631,Matias Valente-Machado,martim04@example.org,(351) 925528373,2019-02-08,1,32,M
632,Raquel Gomes,gdomingues@example.org,+351915734698,2025-06-15,7,18,F
633,Nuno Henriques,paivadaniel@example.com,(351) 914536149,2019-03-23,11,39,M
634,Álvaro Faria,csousa@example.net,(351) 932 171 205,2024-03-14,5,19,M
635,Nuno Campos,adrianaesteves@example.net,(351) 920 518 785,2019-12-27,12,72,M
636,Vítor Machado,vvalente@example.net,+351242840974,2019-04-11,13,41,M
637,William Rodrigues,naiarahenriques@example.org,925057428,2019-05-14,5,39,M
638,Tomás Fernandes,amaraljorge@example.com,(351) 926 988 294,2019-10-11,21,64,M
639,Teresa-Mariana Carneiro,gasparvictoria@example.com,(351) 916 731 346,2019-07-10,18,59,F
640,Maria Cardoso,enzo94@example.com,917 274 089,2019-07-23,6,32,F
641,Érica Moreira,fonsecaantonio@example.net,(351) 969 407 923,2019-09-19,10,37,F
642,Nuno Araújo,egarcia@example.com,+351924323689,2019-04-06,19,29,M
643,Nair Castro,vnogueira@example.net,(351) 924 976 330,2019-05-24,6,72,F
644,Alícia da Lima,dcunha@example.org,(351) 939 832 021,2019-05-04,21,69,F
645,Pedro da Anjos,fabioramos@example.com,(351) 934926781,2019-01-16,3,49,M
646,Ricardo Alves,reisjoao@example.com,(351) 912 285 761,2019-05-10,21,40,M
647,Nelson Pinho,castroivo@example.org,(351) 915383566,2019-05-27,21,70,M
648,Laura Moreira,ununes@example.com,(351) 280 708 126,2019-03-23,7,46,F
649,Ivo Martins,lucia73@example.org,(351) 912 091 997,2019-11-21,9,62,M
650,Lisandro Correia,vitor75@example.net,(351) 222253115,2019-05-07,13,64,M
651,Clara Loureiro,daniela88@example.net,(351) 937 896 821,2019-08-02,14,64,F
652,Amélia Nascimento-Mendes,mara18@example.com,(351) 966398074,2019-07-12,18,74,F
653,Francisca Gomes,barbosamauro@example.com,(351) 921926482,2019-08-22,19,24,F
654,Lucas Magalhães,dpinheiro@example.net,(351) 967428311,2019-03-29,2,28,M
655,Maria-Nicole Monteiro,machadonicole@example.net,927336208,2024-06-04,4,19,F
656,Sandro Figueiredo,cruzgabriela@example.org,294199619,2019-04-06,6,39,M
657,Eduardo Vicente,sousabruno@example.net,921 526 441,2019-06-26,20,53,M
658,Larissa Lima,mgarcia@example.com,(351) 246403909,2019-06-02,21,63,F
659,Duarte Soares,aliciaanjos@example.com,(351) 918 293 320,2019-04-25,2,56,M
660,Ivan Sousa,franciscamoura@example.org,920 339 239,2019-03-08,14,39,M
661,Yara Guerreiro-Melo,marciomatias@example.net,(351) 927795239,2019-01-21,8,60,F
